0
1
1
2
7
16
6
1
2
3
1
1
1
3
2
5
3
5
1
4
1
18
1
1
1
1
1
6
2
1
1
3
1
8
7
3
1
3
1
1
3
8
2
1
2
3
4
1
6
1
2
1
2
6
2
8
1
1
1
3
3
7
2
1
1
1
1
1
23
4
1
5
4
1
2
1
3
1
9
2
1
1
2
1
2
1
1
1
1
1
1
5
1
13
1
3
2
1
6
1
1
1
1
1
1
1
2
1
4
7
1
3
4
1
2
1
2
1
4
2
5
1
3
2
1
6
2
2
1
